"lon","lat","freq"
-121.2907796,37.9577016,2
-91.8318334,37.9642529,6
23.7275388,37.9838096,4
-1.1306544,37.9922399,1
-121.352595,38.004703,1
-78.4766781,38.0293059,2
-78.5079772,38.0335529,1
-84.478819,38.039328,1
-122.1835438,38.0462367,1
-78.8894682,38.0684692,2
-122.2566367,38.1040864,2
-92.6179621,38.1503113,2
-85.7584557,38.2526647,12
-104.6091409,38.2544472,2
-0.7125608,38.2699329,2
-122.286865,38.2975381,2
-87.4363548,38.3301607,1
-82.445154,38.4192496,6
-122.7140548,38.440429,2
-78.8689155,38.4495688,4
-86.4511837,38.5212512,1
-122.4394834,38.5698777,2
-90.2731783,38.5777672,2
-121.513553,38.580434,1
-121.4943996,38.5815719,12
-121.481278,38.590638,2
-80.4549026,38.5976262,6
-90.3143576,38.6142741,5
-90.1994042,38.6270025,10
-121.3512161,38.6597519,5
-90.6892929,38.713386,1
-77.7952712,38.7134516,1
-87.605462,38.759245,1
-77.5592125,38.7799353,1
-116.419389,38.8026097,5
-77.0469214,38.8048355,4
-77.0564937,38.8078374,2
-77.104304,38.809995,1
-90.8889788,38.8140693,1
-104.8213634,38.8338816,1
-120.8958242,38.8375215,1
-77.3063733,38.8462236,1
-77.7831609,38.8544497,5
-82.8619549,38.8590595,1
121.5427796,38.8780705,2
-77.1067698,38.8799697,6
-77.3008172,38.8809451,2
-94.8191285,38.8813958,3
-77.1710914,38.882334,1
-76.9158068,38.8851122,1
-3.714058,38.886471,1
-77.0249366,38.8955742,1
-77.0365298,38.8976763,2
-77.0351701,38.9006143,1
-77.0262906,38.9008973,1
-77.0368707,38.9071923,53
-75.5276699,38.9108325,2
-94.5672342,38.9277072,2
-77.216339,38.927775,4
-76.7346892,38.9312783,1
-76.3289941,38.9373391,1
-92.3340724,38.9517053,2
-78.8057968,38.9561313,1
-77.3860976,38.9695545,1
-77.4291298,39.0066993,1
-76.7791365,39.0067768,1
-98.4842465,39.011902,4
-94.2816148,39.0169509,1
-77.071424,39.027662,1
-76.5027395,39.0320554,2
-76.9074739,39.0348317,1
-76.6412712,39.0457549,24
-95.6890185,39.0558235,3
21.824312,39.074208,3
-121.8938583,39.0743383,1
-104.872758,39.0916586,1
-94.5785667,39.0997265,19
-84.5120196,39.1031182,7
-84.518528,39.1110619,1
-76.7267773,39.1137602,1
-77.0250233,39.1275396,1
-77.2013705,39.1434406,2
-76.6246886,39.1626084,2
-86.5263857,39.165325,3
-89.6542579,39.1753256,2
-86.5130173,39.1766135,2
-120.862123,39.178547,2
-76.5911944,39.1949103,1
-76.6095365,39.2860376,2
-76.6121893,39.2903848,7
-75.6046494,39.2998339,1
-111.0937311,39.3209801,6
-82.9824019,39.3331197,2
-104.596915,39.3602662,1
-74.4229266,39.3642834,2
-84.5613355,39.3995008,2
-8.224454,39.399872,3
-77.4105409,39.4142688,1
-76.2944016,39.4187194,2
-83.8285375,39.4453393,2
-0.3762881,39.4699075,1
-74.5956416,39.4746823,1
-89.7678746,39.5008866,1
-84.742607,39.517501,2
-87.1250154,39.523652,2
-119.7526886,39.5349112,5
-104.9739333,39.5480789,1
-105.7820674,39.5500507,9
2.7580701,39.5572421,1
-76.757578,39.6055915,2
-8.6521422,39.6172063,5
-79.9558968,39.629526,2
-82.5993294,39.7136754,2
-121.8374777,39.7284944,2
-104.8319195,39.7294319,2
-104.9797753,39.7341143,1
-104.990251,39.7392358,27
-75.3104654,39.7476136,2
-105.0264933,39.7562787,1
-84.1916069,39.7589478,2
-121.6219177,39.7596061,2
-104.9943814,39.7599117,1
-86.158068,39.768403,18
-75.5779318,39.774874,1
-79.5927241,39.8234571,1
-77.6630856,39.8557016,1
-75.2424229,39.8743959,1
-74.9218324,39.8912248,1
-75.302131,39.9140013,2
-75.0119404,39.9152369,5
-105.0866504,39.9205411,4
-83.0790865,39.9388943,2
-82.0131924,39.9403453,2
-75.1648579,39.9490779,2
-75.1652215,39.9525839,27
-75.1439634,39.9537272,5
-75.1891473,39.9559361,2
-86.01335,39.9567548,1
-82.9987942,39.9611755,11
-76.727745,39.9625984,1
-75.2769154,39.9649391,2
-75.166612,39.966499,5
-74.8003877,39.9676482,2
-74.5829331,39.9726147,1
-75.2128996,39.9757092,1
-83.0075669,40.0022692,1
-105.2705456,40.0149856,1
-76.3055144,40.0378755,1
-82.4012642,40.0581205,2
-74.4056612,40.0583238,48
-80.7209149,40.0639616,1
-75.4268251,40.0707887,2
-85.6802541,40.1053196,2
-88.2433829,40.1164204,2
-74.712388,40.146785,1
-74.3000878,40.2136754,3
-83.557427,40.2231134,1
-111.6945906,40.2326322,1
-83.3671432,40.2364486,1
-75.5636144,40.2481025,2
-75.2493541,40.2619418,1
-80.1872797,40.2625702,1
-78.8335379,40.2664152,2
-86.1349019,40.2671941,5
-74.5232089,40.2695538,2
-85.8269496,40.2715946,1
-81.8595756,40.2720151,2
-76.6502468,40.2859239,2
-74.2876618,40.2897815,1
-74.033118,40.2949331,2
-83.067965,40.2986724,2
-74.7361013,40.3016375,1
-74.790718,40.3284402,2
-104.9121967,40.3369272,1
-74.6514481,40.3439888,2
-74.1840322,40.3451095,1
-94.8724706,40.3461017,2
-74.285247,40.350434,1
-74.6672226,40.3572976,2
-3.6965708,40.3585521,1
18.2063405,40.3585808,1
-75.4810131,40.3728778,1
-122.2808356,40.3857087,1
-80.0331092,40.3959026,1
-104.6960383,40.4055121,1
-3.7175684,40.409337,1
-3.7033725,40.4162883,5
-86.8752869,40.4167022,2
-3.7037902,40.4167754,11
-82.907123,40.4172871,16
-3.70835,40.418712,1
-74.2090794,40.4232084,2
-104.7091322,40.4233142,2
-80.0115701,40.4276685,2
-79.9958864,40.4406248,15
-79.9526335,40.4522087,1
-3.58831,40.45305,2
-3.74922,40.463667,11
-88.9936873,40.4842027,2
-83.9229952,40.4847717,2
-74.8593318,40.5123258,1
-88.9906312,40.5142026,1
-80.2213477,40.5169767,3
-75.7776012,40.5173452,1
-105.1712045,40.5209256,2
-111.8638226,40.5246711,1
-74.1502007,40.5795317,2
-74.2851469,40.5803818,1
-105.084423,40.5852602,2
-83.1285242,40.5886699,2
-74.6088397,40.5902201,2
-122.1468599,40.6042545,2
-74.1199014,40.6045525,1
-111.980204,40.619161,1
-75.3646082,40.623047,1
-73.9971582,40.6245365,1
-80.0549768,40.6266318,2
-100.5247435,40.6269856,1
-74.3656203,40.6315843,1
-73.707472,40.631684,1
-89.3985283,40.6331249,10
-73.7781391,40.6413111,4
-73.6412406,40.6587138,2
-81.354835,40.667283,2
-73.708237,40.6705843,2
-73.9441579,40.6781784,32
-73.4170673,40.6789893,1
-73.9757635,40.6821487,1
-73.3734547,40.6867667,5
-74.2631635,40.6975898,1
-74.0059883,40.7047178,1
-73.9570696,40.7081156,2
-73.5984713,40.7093622,1
-74.0059413,40.7127837,231
-74.0044432,40.7136231,3
-73.3789052,40.713767,1
-73.9970307,40.7157509,1
-73.7946899,40.7215967,2
-73.6022927,40.7226117,1
-73.953464,40.723664,1
-73.9969495,40.7245517,2
-73.6342954,40.7267682,2
-74.0776417,40.7281575,3
-73.7948516,40.7282239,3
-74.0017859,40.7296291,2
-73.2103934,40.7298207,1
-73.9580393,40.73333,5
-74.0060286,40.7409434,1
-73.9214274,40.7409452,2
-73.6742323,40.7422572,1
-84.1052256,40.742551,2
-73.9931761,40.7427053,1
-74.0323626,40.7439905,2
-73.9883856,40.7441552,1
-74.0026122,40.7472806,2
-73.9757026,40.7497769,1
-73.9697655,40.7506077,1
-73.9788248,40.7521501,1
-74.0072313,40.7526027,1
-73.9888854,40.7526431,3
-74.2359072,40.7527093,1
-73.9766067,40.753553,2
-73.9915885,40.7542705,1
-73.8834133,40.7559771,1
-73.9908163,40.7571517,1
-82.5154471,40.75839,4
-111.8910474,40.7607793,10
-73.9800317,40.7617895,1
-73.9837555,40.762272,1
-73.986953,40.764059,1
-73.9532307,40.7712915,2
-73.4673454,40.7764882,1
-73.9494049,40.7825856,2
-73.9712488,40.7830603,9
-73.134961,40.789142,8
-74.2330039,40.790429,2
-73.9393707,40.7924299,1
-73.5028012,40.7981909,1
-81.378447,40.7989473,1
-73.9428147,40.8002976,1
-124.1636729,40.8020712,1
-73.6283638,40.8079864,1
-82.9754649,40.8083909,2
-96.705594,40.820682,2
-73.2519376,40.8212188,2
-72.6662075,40.8245437,1
-96.6851982,40.8257625,2
-73.8648268,40.8447819,3
-74.0879195,40.8456555,1
-74.1637553,40.8584328,2
-73.7164813,40.8595529,1
-73.9853036,40.8817899,1
-74.118476,40.9039878,1
-73.7823549,40.9114882,4
-81.1059309,40.9153362,1
-111.8721601,40.9180005,2
-74.07701,40.9262762,2
-81.4831714,40.9458898,1
-73.732886,40.9506984,1
-80.3491141,40.9735932,1
28.9783589,41.0082376,3
-73.807459,41.013809,1
-83.6499321,41.04422,1
-111.9710529,41.0602216,2
14.8475139,41.1099473,1
-73.4081575,41.117744,5
-73.7924152,41.1333371,1
-73.840231,41.1402322,1
-73.2612615,41.1408363,3
-95.9145568,41.1543623,1
-81.2420473,41.1575566,1
-77.1945247,41.2033216,12
-96.0834463,41.2043098,1
-8.3304861,41.2053076,2
-73.064036,41.2306979,1
20.6422198,41.2385327,2
-75.8813075,41.2459149,3
-95.9979883,41.2523634,1
-110.9632373,41.2682794,1
-101.8144042,41.278454,1
-72.8069247,41.2788808,1
-72.8141185,41.2799027,2
-70.099451,41.2834704,1
-76.3729962,41.2967482,2
-72.9278835,41.308274,1
-95.0761636,41.3175381,1
-73.250224,41.345438,1
-72.9252738,41.3539107,1
-83.1220074,41.3559092,2
2.1207638,41.3802722,2
2.1734035,41.3850639,2
-73.4429598,41.3987993,1
-81.6649227,41.4101541,1
-75.6560278,41.4187924,1
-75.6298279,41.421538,1
-81.3910999,41.4298516,1
-87.0611412,41.4730948,1
-99.9018131,41.4925374,1
-71.373518,41.497405,1
-81.6943605,41.49932,7
-72.9787163,41.5023192,1
-81.6747185,41.5024973,1
-87.9161313,41.5084909,1
-90.5154101,41.5101608,1
-81.556235,41.5200518,2
-72.0883141,41.5226257,1
-90.5776367,41.5236437,2
-72.6540474,41.5387474,2
-83.627157,41.556996,1
-72.6506488,41.5623209,2
-93.711332,41.5772115,1
-71.4774291,41.5800945,4
-87.8431078,41.5853107,2
1.5208624,41.5911589,1
-90.3462215,41.5975061,1
-73.9202391,41.6002842,10
-93.6091064,41.6005448,5
-73.087749,41.6032207,25
-87.0641992,41.6105937,2
-82.9931607,41.6268435,2
-71.5130445,41.6342619,1
-88.2037139,41.6358635,2
12.989615,41.6552418,2
-91.5301683,41.6611277,1
-70.7896016,41.662808,1
-87.8303315,41.6672547,1
-70.2962408,41.6687897,6
-72.9492703,41.6717648,2
-83.3789389,41.6894388,2
-71.4161671,41.7001009,1
-70.3002024,41.7003208,2
-86.2353388,41.7055716,1
-87.7479528,41.719978,1
-87.7017175,41.7205889,5
-93.6001278,41.7317884,1
-88.0118473,41.7435073,9
-72.6758269,41.7594351,1
-70.7197342,41.7614511,2
-72.6850932,41.7637111,1
-69.9897323,41.7898354,2
-76.7765686,41.8017705,2
-72.923492,41.810413,2
-71.3700545,41.8137116,5
-87.726916,41.8177639,1
-71.512617,41.8205199,2
-71.4128343,41.8239891,7
-87.6952443,41.8605358,2
12.56738,41.87194,9
-93.097702,41.8780025,2
-87.6297982,41.8781136,71
-87.7126692,41.8807968,6
-72.7330526,41.8844358,1
-87.6184065,41.8873607,2
-88.3081499,41.8877194,1
-87.7755742,41.8912006,1
-87.6549731,41.8962624,1
12.4963655,41.9027835,2
-87.771964,41.909611,8
-88.3086867,41.9141945,2
-72.6454469,41.9242917,2
-87.673419,41.9504854,1
-70.6672621,41.9584457,2
-91.6656232,41.9778795,1
2.8214264,41.9794005,1
-87.9703461,42.0039178,1
-71.2190578,42.0334565,1
-88.2825668,42.0354084,1
-88.0519739,42.0474993,2
-71.2287036,42.0621676,1
-71.2478251,42.0653812,11
-71.3281114,42.0667652,1
-71.6302532,42.0772429,1
-71.396725,42.0834313,5
-71.4745881,42.0867608,1
-71.2643465,42.0909458,1
-88.2774813,42.0978361,1
-76.0493684,42.098408,1
-79.3331041,42.1042241,2
-72.749538,42.1250929,1
-80.085059,42.1292241,2
-70.9161551,42.1306563,2
-72.5466486,42.1536301,2
-87.866784,42.154475,1
-122.695808,42.1857745,2
-107.0082437,42.1968152,2
-71.0040013,42.2079017,2
-8.7092992,42.2242603,1
-71.5225646,42.2286954,2
-72.7300929,42.2292572,1
-83.6129939,42.2411499,2
-71.0661653,42.2495321,3
-71.0022705,42.2528772,3
-71.8022934,42.2625932,1
-89.0939952,42.2711311,1
-71.4161565,42.279286,1
-83.7463057,42.2796363,1
-83.7430378,42.2808256,1
-71.3059277,42.2935733,1
-70.9299271,42.3001338,1
-71.1152694,42.3073995,2
-83.0457538,42.331427,14
-83.0432783,42.334167,2
-7.8639314,42.3357829,2
-71.0475773,42.3381437,3
-71.1002881,42.3428653,2
-71.109152,42.3458622,2
-71.0637663,42.3540564,1
-71.0707389,42.3587999,1
-71.0588801,42.3600825,107
-71.0994888,42.3627257,1
-71.0095602,42.3656132,2
-71.102018,42.365854,1
-83.3527097,42.36837,1
-71.1828321,42.3709299,2
-71.2356113,42.3764852,2
-71.0602131,42.3782065,2
-71.4161725,42.3834278,2
-71.0328284,42.3917638,2
-71.1218868,42.3958025,2
-71.031271,42.397944,1
-71.3824374,42.4072107,31
-71.0119948,42.4084302,1
-70.9915997,42.4136428,3
-71.6829081,42.4167635,1
-71.1061639,42.4184296,1
-70.9837369,42.427081,3
-83.179917,42.430834,2
-83.985,42.43472,3
-76.5018807,42.4439614,1
-83.6507957,42.45122,1
-71.1369959,42.452303,5
-70.9494938,42.466763,2
-70.9175562,42.4709437,1
-83.7411631,42.4782758,1
-83.1463699,42.4876215,2
-71.2760089,42.4906231,1
-90.6565839,42.4954815,2
-71.1311983,42.4998845,1
-96.4003069,42.4999942,3
-71.0723391,42.5039395,3
-83.316365,42.504358,1
-83.2732642,42.515868,1
-70.8967155,42.51954,2
-78.4727976,42.5300624,2
-75.5258502,42.5412494,1
-71.2785583,42.5475383,1
-70.9233323,42.5479119,1
-71.2689461,42.5584218,2
-70.880049,42.5584283,1
-83.8089895,42.5684663,1
-5.5670959,42.5987263,7
-71.3672838,42.5998139,1
20.902977,42.6026359,1
-71.2342248,42.6106478,2
-70.6619888,42.6159285,1
-71.3161718,42.6334247,2
-73.7562317,42.6525793,3
-86.2019825,42.6550248,2
-77.0538577,42.6609026,1
-89.0187222,42.6827885,1
-88.5424226,42.726053,1
25.48583,42.733883,1
-84.4838654,42.7369792,3
-71.0772796,42.7762015,2
-71.2511443,42.7795216,1
-86.1089301,42.7875235,1
-83.7049498,42.7978061,1
-73.9395687,42.8142432,2
-71.3273346,42.8806437,1
-78.8783689,42.8864468,4
-78.8542399,42.9201359,1
-85.6680863,42.9633599,1
-83.7388942,42.973423,1
-81.2452768,42.9849233,4
-83.6529183,42.9914771,2
-79.2482555,42.9921579,1
-71.4547891,42.9956397,3
-78.7889697,43.0008093,2
-87.910709,43.028646,1
-83.5180063,43.0347491,2
-87.9064736,43.0389025,7
-87.9196785,43.0405846,4
-76.1398137,43.0422845,2
-76.1474244,43.0481221,3
-81.191289,43.0536535,1
-88.2169027,43.0542058,1
-79.2902133,43.0581645,2
-70.7625532,43.0717552,1
-89.4012302,43.0730517,2
-89.3954937,43.0748649,2
-70.760349,43.0751946,1
-75.232664,43.100903,3
-80.27487,43.1345079,3
-77.7212849,43.1446395,2
-80.171591,43.152667,2
-77.6109219,43.16103,5
-71.5723953,43.1938516,1
76.8512485,43.2220146,1
-85.5514237,43.2233604,1
-86.2483921,43.2341813,1
-78.1936319,43.2464477,1
-79.8711024,43.2557206,1
-0.370797,43.2951,5
5.36978,43.296482,3
-2.0115083,43.3013101,1
-78.7476208,43.3119496,2
-79.7990319,43.3255196,1
-80.9822286,43.3700007,1
-106.2800242,43.4113604,3
-83.949929,43.432899,1
-71.5658233,43.4546962,1
-76.5104973,43.4553461,2
-80.103231,43.458568,1
-84.0061091,43.4600896,2
-70.4073067,43.5134402,2
5.447427,43.529742,1
-5.6611195,43.5322015,2
-80.5535235,43.5401215,1
-96.7311034,43.5445959,1
-79.6609441,43.5478681,1
-92.003894,43.55087,1
-79.6441198,43.5890452,4
1.444209,43.604652,2
-86.3639633,43.6086194,2
3.876716,43.610769,2
-116.3915131,43.6121087,2
-116.2146068,43.6187102,5
-94.9143239,43.6280145,1
-79.3871212,43.645266,1
-79.3723763,43.6524278,2
-79.3831843,43.653226,49
-70.250557,43.656721,1
-70.2553259,43.661471,3
-79.3898585,43.67,6
-79.6248197,43.6777176,2
-79.7624177,43.7315479,2
-71.323961,43.733949,3
-79.4110794,43.7615377,1
11.2558136,43.7695604,5
-88.7878678,43.7844397,16
-120.5542012,43.8041334,10
7.7760567,43.8159671,2
-79.532157,43.8169837,14
-84.7686281,43.8194703,1
-87.8200887,43.8338831,2
-79.508276,43.8372079,2
-79.0867579,43.8384117,2
-102.3396912,43.8553804,7
-71.9129806,43.872129,1
-72.6656948,43.9247446,2
-70.8226541,43.9653889,8
-90.5197148,43.9888339,2
-77.532513,44.010177,1
-92.4801989,44.0121221,4
21.005859,44.016521,2
-79.1999949,44.0383744,1
-123.0867536,44.0520691,2
-79.461256,44.059187,2
-114.7420408,44.0682019,2
-87.6595231,44.0878764,2
-70.2147764,44.100351,1
-89.1665395,44.155342,2
-93.9993996,44.1635775,1
-69.0647838,44.2097928,1
-69.7753222,44.2300698,2
-76.4859544,44.2311717,1
-78.319747,44.309058,1
-85.6023643,44.3148443,11
-68.2039123,44.3876119,2
-79.6903316,44.3893556,1
-73.1709604,44.4669941,2
-73.212072,44.4758825,1
11.3426163,44.494887,1
-88.019826,44.519159,1
-88.0178867,44.5194061,2
-72.5778415,44.5588028,3
-80.9405602,44.5690305,1
-88.0627493,44.5766804,1
-81.120805,44.582304,1
-63.5752387,44.6487635,9
-63.5677427,44.6652059,2
-93.21772,44.7319094,2
-93.1641611,44.7588698,1
-93.5992227,44.7853394,1
20.4397566,44.788241,2
10.3279427,44.8019237,1
-93.2222846,44.8847554,2
-91.9206505,44.9028713,1
-93.2009998,44.9374831,7
-123.0350963,44.9428975,2
-93.2991931,44.9522896,2
-93.0899578,44.9537029,9
-93.2277285,44.97399,3
-93.2650108,44.977753,17
-85.7153165,44.9809363,2
-93.24509,44.9919269,1
-92.9918828,45.0124657,2
-93.4880164,45.0216195,6
-93.0081479,45.0853814,2
-93.2085582,45.1049656,2
-93.2363076,45.1538407,2
-69.4454689,45.253783,3
-111.3060133,45.2716995,1
-122.5703692,45.4076205,2
-75.6971931,45.4215296,8
8.6221612,45.44693,2
-73.6196451,45.4559071,2
-123.9695657,45.4605229,2
9.1859243,45.4654219,2
-122.6527309,45.4668874,1
-73.5701337,45.4969106,2
9.266705,45.5003088,1
-73.567256,45.5016889,5
-73.5593454,45.5079268,1
-122.6764816,45.5230622,11
-93.5816278,45.569965,1
-73.7567021,45.6667418,1
4.835659,45.764043,1
4.8901709,45.771944,1
4.764139,45.786447,1
9.0851765,45.8080597,2
-66.6848239,45.8909953,1
10.9097607,45.9268706,1
24.96676,45.943161,2
14.5282718,45.9588213,1
-66.6431151,45.9635895,1
-118.3430209,46.0645809,2
6.1431577,46.2043907,1
2.213749,46.227638,11
-119.090367,46.2311913,2
8.8004529,46.331734,1
-63.4168136,46.510712,2
-123.8264512,46.5180824,3
-64.985716,46.585532,2
-112.0245054,46.5883707,2
-94.6858998,46.729553,13
103.846656,46.862496,2
-96.7898034,46.8771863,1
-124.1104234,46.8877373,1
-96.840133,46.9223429,2
-122.895601,47.0433279,2
-67.7939057,47.065878,1
2.398782,47.081012,1
-112.017592,47.102945,1
13.132661,47.1140887,2
19.503304,47.162494,4
-88.454006,47.2465922,1
-106.9100663,47.320834,1
5.04148,47.322047,1
-122.5801293,47.329264,1
-122.3088165,47.4502499,1
14.550072,47.516231,2
-101.0020119,47.5514926,2
-94.8476633,47.5629723,1
7.5889778,47.589827,1
-122.3320708,47.6062095,34
-122.2015159,47.6101497,3
-122.32818,47.613957,2
-117.4260466,47.6587802,1
-120.7401386,47.7510741,10
-122.3151313,47.8209301,2
-1.6777926,48.117266,1
11.5683944,48.1312148,3
6.3355935,48.1446427,5
10.89779,48.3705449,1
-89.2476823,48.3808951,1
-123.3656444,48.4284207,2
-81.3304953,48.4758208,2
-109.6840887,48.549999,2
7.7526647,48.589944,2
19.699024,48.669026,4
2.1750239,48.7074303,2
-122.4786854,48.7519112,2
2.317384,48.816363,1
2.3467254,48.8306104,2
2.3522219,48.856614,22
2.3237561,48.8685038,5
2.3322519,48.8841232,2
2.3990819,48.9320252,1
2.8739308,48.957727,2
-117.7117301,49.0965676,2
-1.3115949,49.114712,1
6.1757156,49.1193089,2
-123.9400647,49.1658836,4
-0.370679,49.182863,1
-123.1815123,49.1966913,1
-2.13125,49.214439,5
-122.598398,49.2193226,1
-122.9805104,49.2488091,1
-123.1207375,49.2827291,13
-123.0724139,49.3199816,1
1.0990045,49.4367322,3
1.0967204,49.4395312,1
7.7491265,49.4400657,2
1.099971,49.443232,1
-113.1262199,49.4571274,1
-112.8243335,49.6967776,2
-125.021945,49.7064188,5
-123.7643986,49.7604377,1
15.472962,49.817492,1
-97.112637,49.841882,1
3.2874,49.847066,2
8.6511929,49.8728253,1
-97.166517,49.8735003,1
-119.4960106,49.8879519,3
-97.1383744,49.895136,1
8.268633,49.965992,1
10.5881804,49.9873929,1
2.7812246,50.2871336,1
3.080602,50.367874,1
30.4432539,50.4119842,2
4.469936,50.503887,1
-1.349736,50.609968,5
3.057256,50.62925,1
4.4266158,50.8167203,1
5.7154566,50.8388347,1
4.3517103,50.8503396,4
4.3517211,50.8503463,1
-0.9847132,50.8518324,1
-1.3153733,50.8899294,1
0.153872,50.890426,1
3.1750677,50.9198399,1
7.02158,50.9317218,2
-114.07655,51.037739,2
-114.0708459,51.0486151,3
-1.3080629,51.0576948,1
-114.0168895,51.1250608,1
10.451526,51.165691,9
-85.3232139,51.253775,9
0.5217254,51.2787075,2
1.0789089,51.280233,1
-0.742856,51.3353899,1
12.3730747,51.3396955,1
-2.314015,51.348324,2
-1.1189112,51.3691896,1
-2.3599039,51.375801,1
-0.1850596,51.4113749,1
6.0608726,51.4427238,2
-3.17909,51.481581,1
-0.1909565,51.481663,2
-0.2257414,51.4900534,1
-0.081389,51.506579,1
-0.1277583,51.5073509,56
-0.1298813,51.5109213,1
-0.1104195,51.5137764,2
-0.1405585,51.5159243,1
-0.1426894,51.5197922,1
-0.1585385,51.5237715,3
-0.1585369,51.5237737,1
-0.0845501,51.5244642,2
0.0352163,51.5255162,1
-0.0122053,51.5826312,2
-0.0722785,51.6049674,1
-0.0823334,51.6366145,1
-1.2577263,51.7520209,1
-0.448632,51.753241,1
0.6673665,51.7659078,2
19.145136,51.919438,1
-109.2704383,51.972331,2
8.7633368,52.0314874,1
0.956952,52.081293,2
-3.7837117,52.1306607,3
5.291266,52.132633,4
-3.3954292,52.1504937,2
9.9579652,52.154778,1
-106.6794801,52.1920954,5
0.121817,52.205337,2
21.0122287,52.2296756,3
-101.2108921,52.2343606,2
-113.8112386,52.2681118,2
11.8553502,52.2709013,1
-1.5200789,52.2851905,1
-2.277593,52.3417839,1
-1.1743197,52.3555177,14
4.8640512,52.3611216,1
4.8951679,52.3702157,3
16.9251681,52.406374,1
-1.5032725,52.4330598,1
-1.890401,52.486243,3
4.6626715,52.4948735,2
13.404954,52.5200066,8
-0.2405299,52.5694985,2
13.4440963,52.5803885,1
1.297355,52.6308859,1
-1.1397592,52.6368778,8
-8.6304975,52.6680204,1
-0.067204,52.969021,1
-6.044589,52.9808207,1
-0.1378359,53.079011,1
-108.5172441,53.1148346,1
-7.6920536,53.1423672,6
-2.897404,53.279812,1
-109.978899,53.284459,1
-6.2436891,53.3495587,2
-6.2603097,53.3498053,2
21.1945343,53.3559413,1
-112.6632309,53.3713874,1
-2.5969501,53.3900441,2
-2.4361056,53.4127198,1
-2.9671664,53.4292109,2
-2.96083,53.4308294,1
-6.1539315,53.4508062,1
-2.094523,53.478764,1
-2.2426305,53.4807593,3
-113.4909267,53.544389,5
9.9936818,53.5510846,5
-1.479726,53.55263,1
-113.625642,53.6304753,1
-1.308648,53.691688,1
-127.6476206,53.7266683,5
-1.5490774,53.8007554,3
-1.76261,53.8108176,3
-1.5412015,53.9915028,1
-4.548056,54.236107,2
-105.2551187,54.5259614,3
15.2551187,54.5259614,2
-6.4923145,54.7877149,1
-3.435973,55.378051,38
-4.498792,55.614719,2
12.5683371,55.6760968,1
-4.251806,55.864237,4
-3.518068,55.900708,1
21.0677615,55.920198,1
-4.926214,55.950973,1
-3.188267,55.953252,1
12.6945121,56.0464674,1
-106.346771,56.130366,34
92.4813965,56.1767877,1
9.501785,56.26392,3
-4.2026458,56.4906712,9
24.1051864,56.9496487,1
-2.094278,57.149717,1
-134.404891,58.2987346,1
18.0685808,59.3293235,1
5.7983208,59.8261395,1
30.3350986,59.9342802,5
18.643501,60.128161,1
24.938379,60.1698557,1
8.468946,60.472024,5
99.1966559,61.0137097,2
-149.9002778,61.2180556,1
-149.5680499,61.3293186,1
105.318756,61.52401,1
25.748151,61.92411,5
-149.0729715,62.4113634,5
-149.4936733,64.2008413,1
86.6416545,67.4567802,1
-148.4597191,70.2001996,5
